"genres";"plays";"danceability";"artist_plays_previous_month"
"HipHop";2;0.71;2
"Alternative,Rock";8;0.322;45
"Folk,Pop";103;0.416;0
"Dance";85;0.663;0
"Pop";26;0.666;0
"Alternative";67;0.483;NA
"Electronic,Rock";5;0.556;28
"Alternative,World";25;0.463;59
"Pop";8;0.532;NA
"Electronic";32;0.782;220
"Rock";53;0.722;79
"Jazz";6;0.761;4
"Rock";1;0.623;NA
"Pop,Rock";1;0.7;NA
"Dance,Electronic";5;0.522;0
"Dance";383;0.902;3451
"Electronic";33;0.142;14
"Classical";10;0.191;3
"SpokenWord";5;0.714;NA
"Folk";1;0.561;NA
"Alternative";98;0.489;NA
"NewAge";43;0.111;11736
"Dance,Electronic";3;0.609;1
"HipHop";7;0.517;NA
"HipHop";18;0.622;NA
"Alternative,Rock";574;0.324;0
"Alternative";1;0.495;NA
"Dance";537;0.859;NA
"Rock";10;0.547;61
"HipHop,NewAge";5;0.782;13
"Pop";14;0.529;59
"Pop";158;0.273;NA
"Soundtrack";2;0.228;NA
"Rock";6;0.605;172
"Alternative";1;0.735;14
"Rock";2;0.537;NA
"Dance,Electronic";64;0.445;368
"Pop,Rock";18;0.306;0
"Alternative";1;0.462;NA
"Inspirational,Jazz";5;0.764;21
"Rock";3;0.371;50
"Inspirational,Jazz";5;0.807;40
"Pop,Rock";87;0.29;12
"Pop,Rock";34;0.378;7
"Pop";9;0.582;25
"Rock";25;0.436;1
"Folk,World";25;0.383;65
"Alternative,Rock";1;0.411;28
"Reggae";135;0.934;490
"Alternative";26;0.609;NA
"Dance,Pop";564;0.443;7846
"Alternative,Jazz";29;0.288;0
"Country,Dance";233;0.573;0
"Alternative";110;0.426;458
"Electronic";92;0.787;77
"HipHop";1;0.667;1
"Electronic,HipHop";1;0.772;18
"HipHop";33;0.746;0
"Alternative";42;0.459;NA
"Rock";1;0.279;NA
"Rock";3;0.495;2
"Rock";4;0.347;NA
"HipHop";531;0.696;1340
"Rock";14;0.392;0
"Pop";16;0.71;8
"Pop,Rock";44;0.469;0
"Dance,Electronic";1;0.849;NA
"Electronic";25972;0.34;383532
"Rock";2;0.567;20
"Alternative,Rock";2;0.293;2
"Alternative";25;0.285;18
"Alternative,Pop";23;0.487;6
"Inspirational";12;0.483;NA
"Alternative,Pop";5;0.526;NA
"Alternative";6;0.644;102
"Dance,Electronic";3;0.775;9
"Pop,Rock";311;0.618;0
"Latin,Pop";72;0.565;0
"HipHop";25;0.766;NA
"Alternative,Rock";5;0.507;0
"Inspirational";1;0.36;140
"Comedy";1;0.7;2743
"Electronic";272;0.127;0
"Alternative";2;0.707;3
"Rock";4;0.304;35
"ChildrensMusic";559;0.477;12751
"Inspirational,Pop";4;0.728;0
"Electronic";42;0.344;82
"Alternative,Folk";1;0.709;NA
"Rock";1;0.43;154
"SpokenWord";21;0.651;6346
"Pop";12;0.541;4
"Electronic";4;0.594;NA
"Rock";1;0.519;8
"HipHop";1;0.892;NA
"Alternative,Folk";20;0.522;65
"Rock";4;0.499;5
"Rock";2;0.55;1
"Electronic";11;0.618;NA
"Alternative,Rock";16;0.402;0
"HipHop";5774;0.683;25579
"Alternative,Rock";87;0.479;468
"Rock";321;0.442;244
"Rock";5;0.379;NA
"Pop";16;0.419;174
"Folk,World";149;0.595;136
"HipHop";2;0.773;130
"Electronic,HipHop";8;0.57;1
"HipHop";51;0.3;NA
"Electronic,Pop";3;0.613;2
"ChildrensMusic";8;0.507;NA
"Electronic,NewAge";6;0.741;0
"HipHop";53;0.721;NA
"NewAge";1;0.414;0
"Pop";1;0.715;21
"Dance";327;0.748;2609
"Rock";2711;0.441;NA
"Dance";1360;0.715;NA
"ChildrensMusic";19;0.559;990
"Alternative,Pop";2;0.334;0
"HipHop";610;0.678;0
"Electronic";1;0.404;0
"Electronic";2;0.389;16
"Alternative,ChildrensMusic";30;0.317;213
"Rock";2;0.315;NA
"Rock";76;0.545;44
"Soundtrack";78;0.135;819
"Soundtrack";3;0.173;2420
"Inspirational";1;0.817;6
"Rock";15;0.223;2133
"Comedy";20546;0.551;228416
"HipHop";19;0.644;53
"Rock";10;0.627;NA
"Classical,Folk";3;0.627;12
"Blues,Rock";2;0.488;12
"HipHop";128;0.772;267
"Dance";5;0.541;48
"Pop";19;0.571;121
"Alternative";2;0.495;NA
"HipHop";203;0.684;NA
"Electronic";5;0.444;18
"Alternative";2720;0.352;1765
"Electronic";753;0.57;1125
"Pop";70;0.598;13
"Comedy";22150;0.57;228416
"Rock";10;0.34;375
"Alternative";71;0.525;1016
"Rock";1;0.471;NA
"HipHop,Pop";28;0.836;15
"NewAge";85;0.0824;2746
"Alternative";20687;0.677;NA
"Pop";4;0.701;NA
"Alternative,ChildrensMusic";33;0.826;102
"Electronic";184;0.667;0
"RnbAndSoul";40778;0.398;766971
"Folk";2;0.578;138
"Classical";14;0.315;258
"Soundtrack";1;0.66;2927
"Pop";16;0.37;506
"Electronic";108;0.576;45
"HipHop,Pop";3;0.597;6
"Rock";11;0.256;NA
"Soundtrack";20;0.254;138
"HipHop";1;0.769;6
"Alternative";146;0.535;NA
"Alternative";19;0.489;45
"Rock";67;0.354;146
"Electronic,Pop";68;0.616;0
"Rock";19;0.342;0
"Rock";46;0.579;NA
"Electronic,NewAge";62;0.554;90
"Electronic";2424;0.575;92063
"Electronic";9;0.706;NA
"Electronic";4;0.626;NA
"Rock";835;0.39;0
"AudioBooks,SpokenWord";7;0.656;10488
"Rock";1;0.276;86
"Alternative";6;0.583;394
"Electronic";1;0.725;27
"Pop";26;0.802;NA
"Comedy,Jazz";2;0.538;NA
"Alternative,Blues";7;0.79;22
"Alternative,Rock";7;0.536;234
"Electronic";2;0.685;1
"Folk,Rock";15;0.569;0
"Alternative,Rock";1;0.322;6
"Electronic";4;0.84;30
"Alternative,Rock";20;0.231;65
"Jazz,World";11;0.371;10
"NewAge";3;0.476;8
"Rock";33;0.488;0
"Soundtrack";2;0.597;207
"Alternative,Electronic";72;0.483;0
"HipHop";11;0.417;71
"Soundtrack";275;0.0906;NA
"Rock";25;0.464;NA
"NewAge";4;0.56;NA
"Electronic";4;0.639;NA
"Pop,Rock";5;0.562;39
"Alternative";303;0.396;81
"Rock";2;0.226;25
"HipHop";24;0.331;NA
"Country,Rock";120;0.754;0
"Alternative,Electronic";40;0.52;848
"Electronic";8;0.667;5
"Classical";96;0.199;3
"Electronic";26;0.904;22
"Rock";2;0.35;8
"Rock";8;0.306;NA
"Folk,World";48;0.664;9
"Rock";109;0.177;135
"Rock";2;0.354;15
"Pop";9;0.35;30
"Pop,Rock";1;0.821;12
"AudioBooks,SpokenWord";32;0.711;7249
"Rock";3;0.45;NA
"World";42;0.412;0
"HipHop,Pop";150;0.759;267
"Pop";1;0.557;35
"Electronic";406;0.533;28961
"Alternative,Rock";3;0.209;17
"Electronic";32679;0.817;1
"Alternative,Rock";82;0.294;0
"Folk";294;0.693;1185
"Latin,World";1;0.631;2
"HipHop";3;0.82;22
"Dance";239;0.661;4726
"Jazz";1;0.442;NA
"Classical,NewAge";14;0.141;0
"AudioBooks,SpokenWord";50;0.729;9726
"Jazz,World";7;0.48;142
"Latin";85;0.71;13
"HipHop,Pop";4;0.759;11
"Pop,Rock";58;0.411;0
"Classical,Folk";3;0.484;32
"Jazz,Latin";2;0.689;1
"Pop";25;0.449;NA
"Rock";2;0.159;40
"Pop";3;0.715;NA
"Alternative,Rock";2;0.687;5
"Latin,Rock";2;0.35;1
"Electronic,Pop";21;0.779;21
"Rock";2;0.616;NA
"Country,Pop";256;0.309;1106
"Electronic";1;0.703;NA
"HipHop";53;0.613;NA
"HipHop";252;0.593;734
"Alternative";14;0.259;25
"Rock";94;0.498;47
"Rock";9;0.441;23
"HipHop";25;0.69;7
"SpokenWord";8;0.738;4777
"Rock";5;0.386;252
"Rock";1;0.249;NA
"Folk";3598;0.436;0
"Rock";2;0.291;7
"Alternative,Rock";15;0.367;0
"Rock";49;0.398;NA
"Electronic";7;0.67;0
"Pop,Rock";42;0.33;0
"Alternative,Folk";7;0.556;5
"Rock";3;0.429;51
"Dance";5;0.89;17
"Rock,Reggae";26;0.5;73
"Alternative";2;0.177;NA
"Electronic,NewAge";27;0.489;1609
"Alternative,Pop";100;0.704;0
"HipHop";6861;0.936;84112
"HipHop";6;0.612;2
"Rock";16;0.354;NA
"RnbAndSoul";1688;0.592;17029
"Alternative,Rock";52;0.496;196
"Pop";714959;0.241;965038
"HipHop";269;0.743;0
"Classical";203;0.3;47
"HipHop";3;0.786;NA
"Pop";1149;0.558;4388
"Alternative";14;0.225;1
"Classical,Jazz";17;0.547;18
"SpokenWord";7;0.629;6369
"HipHop";2;0.847;17
"Rock";7;0.33;7
"NewAge";266;0.51;3
"Alternative";62;0.54;1009
"Rock";13;0.405;NA
"Electronic";13;0.657;83
"Pop,Rock";1372;0.199;2519
"Electronic,Jazz";42;0.653;0
"Alternative,Rock";92;0.57;73
"Electronic,Pop";28;0.794;0
"Pop,Rock";23;0.392;38
"Alternative";47;0.409;2554
"Electronic";75;0.464;1408
"Alternative,Rock";18;0.312;30
"Alternative";57;0.352;335
"Rock";10;0.653;6
"Electronic,HipHop";30;0.338;0
"Alternative";8;0.498;194
"HipHop";1;0.55;0
"Alternative,Rock";21;0.45;0
"Inspirational";1;0.423;NA
"Pop";3772;0.742;0
"Pop";5;0.527;30
"Comedy,Folk";73;0.548;0
"Electronic";23;0.587;NA
"Rock";13;0.334;NA
"HipHop";1;0.708;NA
"Soundtrack";43;0.486;150
"Pop";44;0.449;130
"Dance,Electronic";20;0.609;297
"Rock";11;0.261;NA
"Pop";1;0.6;NA
"Alternative";30;0.373;NA
"NewAge";490;0.526;NA
"HipHop,RnbAndSoul";198;0.527;0
"Pop";120;0.41;232
"Alternative";39;0.454;NA
"Rock";76;0.312;NA
"Electronic";66134;0.788;58166
"Dance";86;0.751;63
"Dance,Electronic";203;0.816;1815
"AudioBooks,Soundtrack";4;0.425;19
"Dance,Pop";172;0.596;612
"Electronic,HipHop";1;0.388;144
"SpokenWord";12;0.609;8478
"Pop";18;0.759;0
"HipHop";1;0.629;10
"Rock";28;0.592;4
"Dance,Electronic";141;0.736;2453
"HipHop";5068;0.649;2352
"Alternative,Rock";4;0.594;4
"Country,Folk";40;0.428;0
"Alternative";45;0.258;NA
"Alternative";2;0.639;8
"Alternative";2;0.387;0
"Alternative,Folk";6;0.225;36
"Pop,Rock";7;0.332;133
"Alternative,Pop";27;0.605;173
"Pop,Rock";15;0.518;29
"Alternative";132;0.455;162
"Pop";190;0.568;95
"Alternative";16;0.387;3
"Comedy";4;0.467;268
"Rock";1;0.0713;NA
"Electronic";66;0.797;NA
"Rock";3;0.386;49
"Dance,Electronic";11;0.793;8
"Electronic";290;0.63;549
"Rock";15;0.556;95
"Jazz";19;0.499;41
"HipHop";1300;0.945;65
"Alternative";105;0.393;297
"Pop";6;0.625;94
"HipHop";35;0.593;6643
"Inspirational";2829;0.437;NA
"NewAge,Vocal";33;0.666;21
"Comedy";5376;0.548;NA
"Comedy,Pop";6785;0.635;0
"AudioBooks,SpokenWord";332;0.707;6464
"HipHop";8;0.632;257
"Country,Rock";162;0.557;155
"Rock";81;0.276;103
"Electronic";174;0.793;0
"Alternative,Pop";48;0.856;463
"Alternative";15;0.515;45
"HipHop";52;0.44;0
"Dance";2;0.507;74
"Dance,Electronic";75;0.684;133
"Alternative,Rock";11;0.361;155
"Alternative";26;0.673;NA
"Pop,Rock";14;0.714;NA
"Blues";26;0.481;NA
"Rock";4678;0.153;49258
"Folk,World";259;0.667;297
"Electronic";1;0.581;7
"Alternative,Electronic";9;0.53;0
"HipHop";5;0.611;NA
"Alternative";266;0.648;885
"HipHop";59993;0.748;19472
"Rock";452;0.478;NA
"SpokenWord";28;0.714;6384
"ChildrensMusic";3867;0.655;632
"Rock";3;0.446;NA
"HipHop";2;0.769;16
"Electronic";38;0.824;213
"Rock";459;0.512;NA
"Alternative,Electronic";5;0.541;26
"Alternative,Rock";21;0.674;21
"HipHop";8;0.504;19
"Folk";60;0.402;264
"HipHop";6;0.597;94
"Alternative";707;0.49;4723
"Electronic,Folk";288;0.596;24029
"Rock";4;0.415;78
"Rock";3;0.542;NA
"Alternative,Rock";6;0.402;NA
"Rock";125;0.265;2600
"Alternative";4;0.438;205
"Rock";18;0.463;5
"Rock";6;0.383;23
"Alternative,Pop";55;0.424;951
"Pop";742;0.647;3318
"Pop,Rock";86;0.589;417
"Rock";120;0.581;NA
"HipHop";2;0.727;80
"Electronic,RnbAndSoul";5;0.767;83
"Folk";322;0.466;1898
"Dance,World";2;0.734;NA
"Alternative";1;0.243;NA
"Alternative";111;0.752;357
"Rock";22;0.324;NA
"Rock";83;0.479;898
"HipHop";550078;0.858;2095
"Alternative";7;0.46;NA
"Electronic";34;0.81;NA
"Pop";93;0.734;117
"Alternative,Rock";325;0.36;10766
"Electronic";9;0.728;83
"Inspirational";3;0.312;114
"Rock";9;0.308;5
"Alternative";1;0.812;5
"World";78;0.376;0
"Pop,Rock";11;0.493;0
"Alternative,Folk";18;0.271;23
"HipHop";5;0.662;NA
"AudioBooks,SpokenWord";159;0.648;7588
"Rock";2;0.384;4
"Alternative";42;0.539;582
"Alternative,Electronic";1;0.548;NA
"Alternative";12;0.873;NA
"Pop";123;0.406;363
"Rock";20;0.184;223
"Alternative,Rock";89;0.165;0
"RnbAndSoul";454;0.717;4462
"Pop,Rock";9;0.541;16
"Alternative";173;0.476;936
"Rock";691;0.494;NA
"Rock";62;0.4;NA
"HipHop,Pop";6;0.738;22
"Pop,Rock";19;0.377;13
"Pop,Rock";4;0.495;0
"Folk";7;0.516;NA
"Rock";2;0.163;NA
"Dance";437;0.697;187514
"Rock";34;0.327;NA
"Electronic,Pop";49;0.681;0
"Electronic,Soundtrack";1;0.588;10
"Rock";19;0.264;0
"Alternative,Pop";793;0.477;9728
"HipHop";105;0.818;695
"Alternative";1;0.485;53
"Alternative,Rock";40;0.556;0
"Rock";12;0.506;0
"HipHop";88;0.826;NA
"Pop";4;0.381;NA
"Electronic";3;0.706;NA
"HipHop";46;0.663;24
"Pop,Rock";1;0.289;NA
"Alternative";61;0.541;48
"Country";20;0.603;NA
"Rock";114;0.5;163
"Dance,Electronic";6;0.343;14
"NewAge";428;0.103;5447
"HipHop,Reggae";3534;0.581;0
"NewAge";1;0.181;1671
"Dance,Soundtrack";263;0.727;0
"Alternative";1;0.513;5
"Rock";7;0.496;1
"HipHop";12;0.476;1
"Dance,Electronic";72;0.801;16
"HipHop";19;0.624;3120
"ChildrensMusic";6;0.726;NA
"Rock";5;0.438;0
"Rock";2847;0.376;15207
"Dance";3;0.804;2
"Alternative";179;0.462;38
"Alternative,Rock";84;0.578;397
"Alternative";239;0.38;132
"Folk";4;0.496;60
"Alternative,Electronic";15;0.596;51
"Electronic";161;0.648;2325
"Pop,Rock";3;0.26;NA
"Soundtrack";4358;0.29;103086
"Classical";2;0.314;NA
"Jazz";3;0.493;11
"Classical";3;0.434;3
"Rock";2;0.119;3
"Electronic";9;0.569;91
"Electronic";15;0.341;4
"Alternative,Soundtrack";10;0.354;NA
"Inspirational,NewAge";63;0.599;22778
"Alternative";7;0.406;5
"Pop";368;0.67;233950
"Pop,Rock";278;0.522;0
"NewAge";723;0.121;1053
"Rock";9301;0.515;24116
"Electronic";24;0.7;13
"Electronic";29;0.438;1652
"Comedy";1;0.564;386
"Alternative,Pop";5;0.486;33
"Folk";59;0.449;24
"Electronic";1;0.674;0
"Blues,Rock";12;0.467;86
"NewAge";36;0.482;0
"Pop";9;0.49;NA
"Rock";121;0.703;0
"Alternative";1;0.746;1
"Pop,Rock";17;0.56;0
"Rock";154;0.498;NA
"Alternative";22;0.487;364
"Pop,Rock";7;0.442;75
"HipHop";4405;0.702;25579
"Alternative,Rock";1;0.32;173
"Dance";153;0.845;NA
"Pop";1260;0.876;159
"Alternative,Rock";227;0.308;161
"Soundtrack";10;0.0957;11
"HipHop,World";14;0.754;33
"Folk";9;0.503;NA
"Rock";1691;0.502;6852
"Alternative,Rock";124;0.462;146
"Pop";9;0.696;NA
"Rock";3;0.297;7
"Rock";28;0.701;0
"Alternative";151;0.205;149
"Rock";1;0.561;NA
"Rock";31;0.773;181
"Alternative,Rock";9;0.354;65
"Rock";26;0.327;NA
"Electronic";5;0.351;22
"HipHop";3;0.729;NA
"Rock";1;0.534;3
"Electronic";2597;0.803;349
"HipHop,RnbAndSoul";54;0.707;42
"HipHop";2;0.862;20
"HipHop,Inspirational";1;0.629;92
"Rock";20;0.468;NA
"Pop";2;0.482;NA
"Folk";5;0.654;NA
"Rock";1;0.541;NA
"Classical,Jazz";19;0.594;16
"Electronic";41;0.585;46
"Jazz";1582;0.512;15266
"Alternative";52;0.503;NA
"Electronic,Reggae";127;0.657;566
"Pop";18;0.541;46
"Alternative";508;0.404;329
"Inspirational";1;0.33;68
"Electronic";21595;0.689;NA
"Electronic";2105;0.71;16476
"Alternative";1;0.274;NA
"Folk,Rock";7;0.406;0
"Rock";4;0.696;NA
"Alternative,Electronic";29;0.616;0
"Rock";364;0.35;NA
"Electronic";104;0.674;NA
"HipHop";177;0.89;1
"AudioBooks,NewAge";28;0.627;0
"Electronic";6994;0.734;NA
"Alternative,Rock";36;0.554;23
"Alternative,Rock";62;0.343;1726
"Soundtrack";216;0.487;20415
"Alternative";1;0.454;NA
"Alternative";73;0.442;0
"NewAge";578;0.414;NA
"HipHop";4;0.81;369
"Rock";1;0.303;NA
"Dance,Electronic";174057;0.571;250026
"Pop,Rock";192;0.682;67
"Rock";136;0.332;423
"Electronic,Pop";2;0.526;1
"Pop";14;0.71;3
"Rock";64;0.451;0
"Folk";4;0.871;394
"Rock";1;0.298;4
"Blues";352;0.573;2460
"HipHop";2;0.806;3
"Rock";2;0.518;NA
"Alternative,Rock";201;0.311;199
"Dance";11;0.646;28
"Electronic";3;0.683;79
"Country";35;0.471;129
"HipHop,RnbAndSoul";1;0.557;4
"Comedy";1;0.624;2119
"Alternative,Electronic";57;0.594;0
"HipHop";1;0.611;28
"Electronic";4;0.658;NA
"HipHop";49;0.722;122
"Inspirational";9;0.437;NA
"World";1;0.468;6
"Rock";33;0.391;168
"Classical";7;0.712;9
"SpokenWord";19;0.675;5733
"Alternative,Rock";82;0.432;491
"HipHop";384;0.639;NA
"World";405;0.626;263
"Pop";2;0.616;1
"Alternative";14;0.278;0
"Folk,World";2305;0.745;955
"HipHop";23791;0.611;357064
"Pop";12;0.527;926
"Rock";10;0.596;NA
"ChildrensMusic";101;0.398;861
"HipHop";232;0.791;1195
"ChildrensMusic,Pop";2;0.835;1
"Electronic";16;0.532;156
"Alternative";1;0.448;NA
"HipHop";6;0.89;28
"Folk,Rock";2;0.628;NA
"AudioBooks,SpokenWord";29;0.27;550
"Electronic";56;0.604;472
"Rock";60;0.715;0
"Dance,Electronic";1;0.858;4
"Soundtrack";1;0.117;2321
"Alternative,Rock";2;0.423;39
"Rock";211;0.494;945
"Country,Rock";110;0.489;964
"Rock";170;0.516;NA
"Electronic,Folk";214;0.579;23953
"Pop,Rock";9;0.656;0
"NewAge";910;0.158;2064
"Alternative";6;0.487;NA
"Electronic";18;0.72;6
"Folk,Pop";37;0.49;0
"Pop";11;0.366;NA
"Alternative,Classical";8;0.336;12
"Alternative,Pop";1;0.656;6
"Rock";122;0.496;32
"Dance,Electronic";18;0.564;0
"HipHop";14;0.345;NA
"Electronic";137;0.453;344
"Pop";85;0.462;60
"Inspirational,Pop";14;0.67;46
"Folk,Soundtrack";144;0.607;79
"Pop,Rock";191;0.281;219
"Rock";4;0.522;14
"HipHop";13494;0.689;87248
"Pop,Rock";1;0.454;5
"Pop";2;0.513;16
"Rock";1;0.637;NA
"Rock";2;0.298;NA
"HipHop,RnbAndSoul";3;0.737;NA
"Comedy";23568;0.517;228416
"Alternative";87;0.463;386
"Alternative";12;0.296;NA
"Pop";70;0.719;442
"Alternative,Rock";7;0.382;238
"Blues";2;0.43;NA
"Electronic,Pop";152;0.776;NA
"Dance,Electronic";1;0.717;7
"Dance,Electronic";2;0.872;28
"Pop,Rock";51;0.548;0
"HipHop";93;0.656;122
"Alternative,Jazz";5;0.455;7
"Alternative";48;0.581;NA
"HipHop";14;0.759;40
"Reggae";9;0.793;232
"Electronic";3;0.737;0
"Alternative,Rock";206;0.43;89
"Inspirational";8;0.771;8
"Folk";24;0.625;189
"Alternative,Electronic";10;0.808;1349
"Rock";2;0.567;9
"Pop,Rock";821;0.605;0
"Alternative";837;0.554;1304
"HipHop";512;0.571;30747
"Alternative,Rock";95;0.601;3
"Alternative,ChildrensMusic";19;0.536;77
"Electronic,Rock";3;0.493;NA
"Dance";1;0.706;NA
"Folk,Rock";9;0.586;32
"Alternative,Rock";1;0.712;8
"Rock";1;0.416;8
"Rock";1;0.175;0
"Classical";79;0.541;NA
"HipHop";78;0.422;NA
"Alternative,Rock";6;0.314;6
"Rock";15;0.253;889
"Alternative";53;0.451;14
"Rock";105;0.331;304
"Electronic";245;0.545;422
"Rock";78;0.38;0
"Pop";114;0.622;275
"Pop,World";48;0.604;27
"Country";513;0.485;22836
"Alternative";39;0.672;57
"Rock";1;0.48;NA
"NewAge";334;0.196;NA
"Alternative";6;0.6;3
"Electronic";1;0.681;17
"Electronic,Pop";1102;0.521;0
"Country";128;0.487;104
"Rock";109;0.319;5786
"Dance";44;0.625;NA
"HipHop";1;0.372;5
"HipHop";487;0.774;658
"Rock";13;0.513;NA
"Dance";23;0.592;141
"AudioBooks,NewAge";505;0.671;0
"NewAge";4;0.25;29984
"Folk,Rock";34;0.206;0
"Alternative,Rock";2;0.71;4
"Rock";23;0.548;27
"Alternative";1;0.685;425
"Jazz";10;0.426;129
"Electronic";6;0.613;26
"Rock";1;0.551;13
"HipHop";9;0.834;0
"Rock";2;0.401;173
"HipHop";63;0.797;0
"Alternative";78;0.556;1836
"Electronic,HipHop";1;0.913;1
"Rock";35;0.481;12
"Rock";2;0.491;12
"Pop";2;0.489;0
"Rock";49;0.457;0
"Dance,Electronic";17;0.324;61
"Alternative,Rock";57;0.289;60
"Alternative,Rock";2;0.43;42
"Pop,Rock";1;0.37;10
"Rock,World";5;0.74;2
"Folk";5;0.446;NA
"HipHop";1;0.629;26
"Alternative,Electronic";20;0.838;4
"Country";134;0.673;70
"Blues,Country";30;0.578;1330
"AudioBooks";4;0.62;5
"Dance,Electronic";2090;0.763;248764
"Pop";3;0.439;NA
"Alternative,Rock";3;0.492;6
"Jazz";3;0.468;89
"Blues,Rock";38;0.449;NA
"HipHop";13730;0.607;137828
"Electronic,HipHop";9;0.563;241
"HipHop";16;0.684;NA
"Alternative";118;0.357;3
"HipHop,RnbAndSoul";54;0.707;42
"Pop,Rock";28;0.306;30
"Holiday,Pop";56;0.826;15
"HipHop";778;0.529;NA
"Rock";20;0.499;NA
"Pop,Rock";21;0.271;57
"NewAge";33;0.122;7414
"Classical";89;0.234;0
"Pop";62;0.726;NA
"Folk";1745;0.555;2511
"Rock";7;0.263;NA
"Alternative";3;0.434;0
"Rock";1171;0.592;NA
"Alternative,Classical";4;0.12;26
"Electronic,Pop";11;0.634;NA
"Rock";5;0.339;NA
"AudioBooks,SpokenWord";15;0.655;1691
"Electronic,Pop";25;0.426;44
"Alternative";43;0.45;27
"Dance,Electronic";1;0.689;2
"Rock";90;0.496;864
"Electronic,Soundtrack";13;0.529;93
"Rock";94;0.371;10
"Alternative,Rock";1;0.547;NA
"Rock";108;0.44;0
"NewAge";63;0.154;14
"Alternative,Rock";22;0.487;NA
"Alternative,Rock";159;0.488;127
"Rock";1;0.257;22
"HipHop";158;0.722;0
"Electronic";290;0.769;NA
"ChildrensMusic";5;0.378;8
"Inspirational";2;0.413;35
"Electronic";20;0.575;516
"Jazz";14;0.318;4
"Classical,Pop";26;0.562;556
"Alternative,Rock";2;0.497;NA
"Rock";39;0.299;41
"Electronic";1;0.646;NA
"Electronic";53;0.52;NA
"Rock";1;0.238;NA
"Rock";1;0.206;22
"Rock";16;0.29;0
"Soundtrack";49;0.389;339
"Classical";1;0.406;NA
"Blues";2;0.548;NA
"Pop,Rock";2;0.585;16
"Pop,Rock";272;0.229;0
"Blues";26;0.473;NA
"Rock";959;0.489;804
"Pop";3;0.502;10
"Rock,Soundtrack";10;0.235;5
"Soundtrack";9;0.157;NA
"Pop,Rock";46;0.538;0
"Alternative";119;0.408;38
"Rock";18;0.354;99
"World";197;0.599;NA
"Pop,Rock";44;0.538;0
"Rock";138;0.59;440
"Electronic";22;0.371;256
"Electronic";89;0.417;87
"Pop";14;0.71;30
"Rock";26;0.47;NA
"Jazz,Latin";57;0.56;46
"Rock";8;0.234;273
"Pop";1;0.624;5
"Alternative";9;0.471;NA
"Pop,Rock";32;0.336;0
"Pop,Rock";31;0.524;106
"Rock";20;0.302;1064
"Rock";3;0.323;1
"Electronic";41;0.164;2
"Rock";422;0.417;NA
"Country";56;0.685;NA
"Folk";4775;0.549;10734
"HipHop";1;0.716;5
"Alternative";8;0.533;119
"Electronic";3;0.323;0
"Alternative";2;0.457;NA
"Alternative,Pop";42;0.373;173
"Folk,Pop";1;0.464;94
"Alternative";19;0.566;NA
"Classical";153;0.746;NA
"HipHop";3;0.601;13
"Folk";335;0.511;1178
"Pop";3;0.429;23
"Pop";2683;0.944;2063
"Rock";41;0.584;NA
"Alternative";4;0.611;3287
"HipHop";1;0.619;109
"Alternative";9;0.728;14
"HipHop";1902;0.749;11474
"Rock";1;0.5;NA
"Soundtrack";1;0.676;NA
"Electronic,HipHop";1;0.756;1
"Pop,World";2;0.713;4
"Pop";1;0.649;88
"Alternative,World";13;0.649;94
"Rock";4;0.38;NA
"Rock";36;0.116;35
"Alternative,Rock";4;0.469;10
"Rock";2;0.585;122
"Classical";19;0.252;5
"Pop,Rock";364;0.779;0
"Alternative";31;0.611;10
"Electronic";1;0.536;1
"Rock,RnbAndSoul";174;0.649;185
"Alternative";46;0.366;10
"Pop";46;0.503;NA
"HipHop,RnbAndSoul";40;0.522;0
"Electronic,Pop";16;0.602;101
"Rock";18;0.466;0
"Dance,Electronic";1;0.605;27
"Country";61;0.36;NA
"Electronic";27;0.759;0
"Alternative,Rock";19;0.515;86
"Alternative,Rock";18;0.167;2
"Alternative,Electronic";26;0.176;92
"Pop";1;0.68;2
"Electronic";89;0.579;NA
"Alternative,Rock";1;0.548;5
"Rock";8;0.454;3
"HipHop";23;0.502;192
"Folk,Inspirational";55;0.528;80
"Rock";23;0.514;92
"Alternative,Rock";19;0.543;16
"Pop";108;0.351;74
"Classical";7779;0.391;0
"Folk";38;0.185;588
"Dance";5;0.787;2
"NewAge";5207;0.17;NA
"Folk";18;0.732;132
"Alternative,Rock";1;0.524;NA
"Rock";2;0.243;21
"Rock";4;0.567;27
"Dance";516;0.612;NA
"Pop";34;0.521;0
"Electronic";6;0.777;164954
"Pop,Rock";89;0.762;0
"Electronic";20;0.809;57
"Electronic";27576;0.387;778422
"Alternative";154;0.589;1825
"Dance";106;0.571;332
"Alternative";18;0.586;86
"Pop,Rock";1;0.296;18
"Alternative,Rock";4;0.505;96
"HipHop";5;0.436;5
"Rock";17;0.335;46
"Inspirational,NewAge";440;0.812;0
"NewAge";6;0.321;22838
"Electronic";20;0.68;0
"Electronic";17;0.8;28
"Pop";1;0.634;68
"Electronic,Soundtrack";1;0.788;NA
"Jazz";5;0.94;159
"Dance,Electronic";108;0.74;4261
"Alternative,Rock";58;0.512;1794
"HipHop";26;0.719;113
"Alternative";39;0.491;NA
"Folk";6;0.622;25
"AudioBooks,SpokenWord";13;0.586;0
"Soundtrack";28;0.673;1
"Dance";1551;0.694;206706
"Vocal";72;0.335;1
"RnbAndSoul";24576;0.375;766971
"Alternative";44;0.367;129
"NewAge";149;0.0808;14416
